ID	Species	MLST	Locus_1	Locus_2	Locus_3	Locus_4	Locus_5	Locus_6	Locus_7	
SRR3115267.fa	lmonocytogenes	71	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3115268.fa	lmonocytogenes	70	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR3115269.fa	lmonocytogenes	70	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR3115270.fa	lmonocytogenes	70	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3115271.fa	lmonocytogenes	70	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3115272.fa	lmonocytogenes	70	abcZ(7)	bglA(6)	cat(13)	dapE(8)	dat(1)	ldh(96)	lhkA(6)	
SRR3115273.fa	lmonocytogenes	70	abcZ(7)	bglA(66)	cat(17)	dapE(21)	dat(8)	ldh(2)	lhkA(6)	
SRR3115274.fa	lmonocytogenes	70	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3115333.fa	lmonocytogenes	67	abcZ(11)	bglA(3)	cat(12)	dapE(38)	dat(3)	ldh(94)	lhkA(2)	
SRR3115340.fa	lmonocytogenes	67	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3115434.fa	lmonocytogenes	67	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3115435.fa	lmonocytogenes	67	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3115436.fa	lmonocytogenes	67	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3115437.fa	lmonocytogenes	64	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3115439.fa	lmonocytogenes	64	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3115441.fa	lmonocytogenes	63	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3116178.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3116179.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3116180.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3116186.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3116187.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3116189.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3116190.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3116193.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3116194.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3122774.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3122775.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3122777.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3122778.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3122779.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3122780.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3122781.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(20)	dat(1)	ldh(4)	lhkA(1)	
SRR3122782.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3123256.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3126334.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126335.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126336.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126337.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126338.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126339.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126340.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126341.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126342.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126343.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3126344.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(61)	dat(3)	ldh(1)	lhkA(4)	
SRR3129296.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3129714.fa	lmonocytogenes	59	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR3129727.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3129729.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3130312.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130327.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130328.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130330.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130332.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130334.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130336.fa	lmonocytogenes	59	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR3130338.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130341.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130349.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130351.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130402.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130407.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130410.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3130411.fa	lmonocytogenes	59	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(142)	
SRR3131129.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3131133.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3131134.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3131135.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3131136.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3131137.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3131138.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3131139.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3131140.fa	lmonocytogenes	59	abcZ(2)	bglA(4)	cat(12)	dapE(3)	dat(3)	ldh(94)	lhkA(2)	
SRR3131141.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3133018.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3133019.fa	lmonocytogenes	59	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3133020.fa	lmonocytogenes	59	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3133021.fa	lmonocytogenes	59	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3133022.fa	lmonocytogenes	59	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3133023.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3133024.fa	lmonocytogenes	59	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3133025.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3133026.fa	lmonocytogenes	59	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3133027.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3136886.fa	lmonocytogenes	59	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR3136887.fa	lmonocytogenes	59	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR3136888.fa	lmonocytogenes	59	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR3136889.fa	lmonocytogenes	59	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR3136993.fa	lmonocytogenes	59	abcZ(1)	bglA(2)	cat(9)	dapE(1)	dat(2)	ldh(5)	lhkA(3)	
SRR3136994.fa	lmonocytogenes	59	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR3136996.fa	lmonocytogenes	59	abcZ(1)	bglA(2)	cat(9)	dapE(3)	dat(2)	ldh(1)	lhkA(3)	
SRR3136997.fa	lmonocytogenes	59	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR3136998.fa	lmonocytogenes	59	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR3136999.fa	lmonocytogenes	59	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR3137000.fa	lmonocytogenes	59	abcZ(94)	bglA(2)	cat(11)	dapE(3)	dat(18)	ldh(1)	lhkA(5)	
SRR3137001.fa	lmonocytogenes	59	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR3137002.fa	lmonocytogenes	59	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR3137003.fa	lmonocytogenes	59	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR3137004.fa	lmonocytogenes	59	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3137005.fa	lmonocytogenes	59	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3137006.fa	lmonocytogenes	59	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR3137007.fa	lmonocytogenes	59	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
SRR3137008.fa	lmonocytogenes	59	abcZ(2)	bglA(1)	cat(9)	dapE(1)	dat(3)	ldh(5)	lhkA(5)	
SRR3137009.fa	lmonocytogenes	59	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3137010.fa	lmonocytogenes	59	abcZ(7)	bglA(5)	cat(10)	dapE(21)	dat(1)	ldh(4)	lhkA(1)	
SRR3137011.fa	lmonocytogenes	59	abcZ(1)	bglA(9)	cat(1)	dapE(3)	dat(7)	ldh(5)	lhkA(3)	
SRR3137557.fa	lmonocytogenes	59	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3137558.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3137559.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3137560.fa	lmonocytogenes	59	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR3137561.fa	lmonocytogenes	59	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR3137562.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3137563.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3137564.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(1)	dat(3)	ldh(1)	lhkA(4)	
SRR3137565.fa	lmonocytogenes	59	abcZ(12)	bglA(12)	cat(12)	dapE(1)	dat(3)	ldh(1)	lhkA(4)	
SRR3137566.fa	lmonocytogenes	59	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR3137591.fa	lmonocytogenes	59	abcZ(173)	bglA(140)	cat(173)	dapE(208)	dat(136)	ldh(341)	lhkA(138)	
SRR3137592.fa	lmonocytogenes	59	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR3138491.fa	lmonocytogenes	59	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3138665.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3138679.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3138685.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3138691.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3139470.fa	lmonocytogenes	59	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR3139471.fa	lmonocytogenes	59	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3139472.fa	lmonocytogenes	59	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR3142928.fa	lmonocytogenes	59	abcZ(3)	bglA(1)	cat(12)	dapE(70)	dat(2)	ldh(1)	lhkA(5)	
SRR3143502.fa	lmonocytogenes	59	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR3143503.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3143504.fa	lmonocytogenes	59	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3143505.fa	lmonocytogenes	59	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR3143506.fa	lmonocytogenes	59	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR3143508.fa	lmonocytogenes	55	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR3143509.fa	lmonocytogenes	54	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR3143510.fa	lmonocytogenes	54	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
SRR3143632.fa	lmonocytogenes	54	abcZ(299)	bglA(274)	cat(99)	dapE(371)	dat(238)	ldh(508)	lhkA(255)	
SRR3143690.fa	lmonocytogenes	54	abcZ(3)	bglA(9)	cat(1)	dapE(3)	dat(7)	ldh(1)	lhkA(5)	
SRR3143691.fa	lmonocytogenes	54	abcZ(3)	bglA(9)	cat(1)	dapE(3)	dat(7)	ldh(1)	lhkA(5)	
SRR3143693.fa	lmonocytogenes	54	abcZ(8)	bglA(6)	cat(13)	dapE(6)	dat(5)	ldh(2)	lhkA(1)	
SRR3143795.fa	lmonocytogenes	54	abcZ(8)	bglA(6)	cat(13)	dapE(6)	dat(5)	ldh(2)	lhkA(1)	
SRR3143796.fa	lmonocytogenes	54	abcZ(7)	bglA(6)	cat(10)	dapE(6)	dat(1)	ldh(2)	lhkA(1)	
SRR3143797.fa	lmonocytogenes	54	abcZ(8)	bglA(6)	cat(13)	dapE(6)	dat(5)	ldh(2)	lhkA(1)	
SRR3143801.fa	lmonocytogenes	54	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3143802.fa	lmonocytogenes	54	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3143803.fa	lmonocytogenes	54	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3143804.fa	lmonocytogenes	54	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3143805.fa	lmonocytogenes	54	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3143806.fa	lmonocytogenes	54	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3143807.fa	lmonocytogenes	54	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3143808.fa	lmonocytogenes	54	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3143809.fa	lmonocytogenes	54	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3143810.fa	lmonocytogenes	54	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR3145419.fa	lmonocytogenes	54	abcZ(52)	bglA(1)	cat(12)	dapE(71)	dat(2)	ldh(1)	lhkA(5)	
SRR3147159.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147160.fa	lmonocytogenes	54	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3147161.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147162.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147163.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147166.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147167.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147168.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147169.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147170.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147171.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147172.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147173.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147174.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147175.fa	lmonocytogenes	54	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147176.fa	lmonocytogenes	54	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3147177.fa	lmonocytogenes	54	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3147179.fa	lmonocytogenes	54	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3147180.fa	lmonocytogenes	54	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3147181.fa	lmonocytogenes	54	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3147417.fa	lmonocytogenes	54	abcZ(7)	bglA(5)	cat(10)	dapE(21)	dat(1)	ldh(4)	lhkA(1)	
SRR3147418.fa	lmonocytogenes	54	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR3147453.fa	lmonocytogenes	48	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR3147935.fa	lmonocytogenes	48	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR3147936.fa	lmonocytogenes	45	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR3147937.fa	lmonocytogenes	45	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR3147938.fa	lmonocytogenes	45	abcZ(5)	bglA(10)	cat(8)	dapE(21)	dat(6)	ldh(2)	lhkA(1)	
SRR3147939.fa	lmonocytogenes	45	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR3147940.fa	lmonocytogenes	44	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR3147941.fa	lmonocytogenes	43	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR3147942.fa	lmonocytogenes	40	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR3147943.fa	lmonocytogenes	40	abcZ(1)	bglA(51)	cat(11)	dapE(13)	dat(2)	ldh(5)	lhkA(5)	
SRR3147945.fa	lmonocytogenes	39	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR3147946.fa	lmonocytogenes	39	abcZ(1)	bglA(9)	cat(1)	dapE(3)	dat(7)	ldh(5)	lhkA(3)	
SRR3147947.fa	lmonocytogenes	38	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR3147948.fa	lmonocytogenes	38	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR3147949.fa	lmonocytogenes	38	abcZ(1)	bglA(9)	cat(1)	dapE(3)	dat(7)	ldh(5)	lhkA(3)	
SRR3147950.fa	lmonocytogenes	38	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR3148214.fa	lmonocytogenes	38	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR3168964.fa	lmonocytogenes	38	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
SRR3168965.fa	lmonocytogenes	38	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3168971.fa	lmonocytogenes	38	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR3168972.fa	lmonocytogenes	38	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
